,Type of Program,Type of Residency,PGY1 Subtype,PGY2 Specialty,Area of Emphasis,Primary Setting,Teaching and Learning Curriculum,Description of opportunity,Residency Accreditation,ACCP Peer Reviewed Research Fellowship,Preceptor,Institution,Length (Yrs),Start Date,Stipend,Number of These Positions,Number of OTHER postgraduate positions at program location,Region,On-call hours per month,Staffing hours per month,Program Website,Training Program Video,Training Program Twitter Handle,Contact,Conact,Web ID,Last Modified
82,Residency,PGY1,Pharmacy,,,Academic Health System,,"Mayo Clinic PGY-1 Pharmacy Residency provides comprehensive clinical knowledge and skills that will enable practitioners to provide quality pharmaceutical care. Key areas of instruction include acute patient care (medicine, critical care, infectious disease, cardiology), ambulatory patient care, administration and practice leadership, medication quality, research, education, and practice coverage. Elective rotations include hematology-oncology, transplant, research pharmacy, neurology, pharmacy informatics, and peri-operative services. Additional experience provided through participation in department and institutional programs and committees.",,,"Cher Enderby, Pharm.D., BCPS, BCNSP",Mayo Clinic,1,"June 26, 2023","$51,000.00",4,,Southeast,,,https://college.mayo.edu/academics/health-sciences-education/pgy-1-pharmacy-residency-at-mayo-clinic-in-florida/,,,"Cher Enderby, Pharm.D., BCPS, BCNSPMayo Clinic4500 San Pablo RoadJacksonville, FL 32224(904) 956-1719 (Phone)enderby.cher@mayo.edu","Cher Enderby, Pharm.D., BCPS, BCNSPMayo Clinic4500 San Pablo RoadJacksonville, FL 32224(904) 956-1719 (Phone)enderby.cher@mayo.edu",W-6821,"July 24, 2022"
83,Residency,PGY1,Pharmacy,,,,,"Mease Countryside Hospital is part of the BayCare Health System, a leading not-for-profit healthcare system with 14 hospitals throughout the Tampa Bay region.

Mease Countryside Hospital is located in Safety Harbor, FL.  It is a 311 bed non-for-profit community hospital designated by IBM Watson as a top 100 hospital for the 11th time in 2019.  It is also certified by DNV as a primary stroke center. 

The PGY1 pharmacy residency program at Mease Countryside Hospital is designed to provide 12 full consecutive months in a wide variety of acute care settings including internal medicine, cardiology, infectious disease, emergency care, oncology, critical care, behavioral health, pediatrics, transitions of care and administration. Additional experiences include: a longitudinal research project, MUE, P&T drug monograph and newsletter.

",,,Kerry Marr,Mease Countryside Hospital,1,"June 27, 2022","$47,486.00",2,,Southeast,,22,https://www.baycarepharmacyresidency.com/residency-programs/post-graduate-year-1-programs/hospital-locations/mease-countryside-hospital/,,,"Kerry MarrMease Countryside Hospital3231 McMullen Booth Rd. MS#568Safety Harbor, FL 34695727-725-6912 (Phone)Kerry.Marr@baycare.org","Kerry MarrMease Countryside Hospital3231 McMullen Booth Rd. MS#568Safety Harbor, FL 34695727-725-6912 (Phone)Kerry.Marr@baycare.org",W-6778,"September 03, 2021"
84,Residency,PGY1,Pharmacy,,,Academic Health System,,"The PGY1 pharmacy residency experience at HCA Florida West Hospital offers several core clinical experiences in consult service, adult internal medicine, critical care, and pediatrics. Longitudinal experiences include infectious diseases, staffing, pharmacy administration, and research project. Numerous elective experiences such as antimicrobial stewardship, cardiology, critical care II, emergency department, oncology, pediatrics II, psychiatry, and rehabilitative medicine allow for residents to individualize their overall learning experiences.

Each resident has his/her own personal desk in a spacious office. Residents also receive a personal laptop with remote access to all of the necessary clinical tools. The PGY1 program offers flexibility, while providing a strong foundation in all areas of pharmacy practice.",,,"Melissa Padgett, PharmD, BCPS, BCIDP",HCA Florida West Hospital,1,"July 01, 2023","$48,000.00",3,,Southeast,,,https://www.hcafloridahealthcare.com/for-medical-professionals/physician-and-employee-information/west-hospital/pharmacy-residency,,,"Melissa Padgett, PharmD, BCPS, BCIDPHCA Florida West Hospital8383 N Davis HwyPensacola, FL 32514(850) 494-4217 (Phone)Melissa.Holloway@hcahealthcare.com","Melissa Padgett, PharmD, BCPS, BCIDPHCA Florida West Hospital8383 N Davis HwyPensacola, FL 32514(850) 494-4217 (Phone)Melissa.Holloway@hcahealthcare.com",W-7416,"August 31, 2022"
85,Residency,PGY1,Pharmacy,,,Academic Health System,,"The PGY-1 Pharmacy Residency at Orlando Health-Orlando Regional Medical Center (OH-ORMC) is a one-year post-graduate training program designed to develop essential knowledge and skills for contemporary health-system pharmacy practice. The residency program provides flexibility to adapt to the resident’s specifics learning needs and goals. Training is provided through rotational and longitudinal experiences at a community teaching level 1 trauma center. 

 Graduates of the OH-ORMC PGY-1 Pharmacy Residency will be competent and confident practitioners of pharmaceutical care in multiple patient care environments, assuring safe, effective and appropriate drug therapy. ",,,Brandon Hobbs,"Orlando Regional Medical Center, Orlando Health",1,"June 26, 2023","$47,486.00",4,6,Southeast,,24,https://www.orlandohealth.com/medical-professionals/graduate-medical-education/residency-programs/pharmacy-residency,,@ORMCPharmRes,"Brandon HobbsOrlando Regional Medical Center, Orlando Health52 W Underwood St MP 180Orlando, FL 32806321-843-9234 (Phone)Brandon.Hobbs@orlandohealth.com","Brandon HobbsOrlando Regional Medical Center, Orlando Health52 W Underwood St MP 180Orlando, FL 32806321-843-9234 (Phone)Brandon.Hobbs@orlandohealth.com",W-7474,"July 26, 2022"
86,Residency,PGY1,Pharmacy,,,College or University,,"This program is designed to develop pharmacists with a high level of skill in providing direct patient care to diverse patient populations. The residency includes experiences in both the inpatient and ambulatory care settings. In addition to the required experiences, the resident completes three 4-week elective experiences to allow individualization of the program and potentially place emphasis on ambulatory populations.  Graduates of this program have been successful in ambulatory care, inpatient, and academic environments. Residents participate in the provision of direct patient care at 3 sites: Wellington Regional Medical Center, the West Palm Beach VA Medical Center, and ambulatory clinics. Residents participate in a  teaching and learning curriculum and are given an instructor of pharmacy practice appointment. ",,,Erenie Guirguis,Palm Beach Atlantic University,1,"July 03, 2023","$47,500.00",1,2,Southeast,,,https://learn-well.pba.edu/academics/pharmacy/residency/index.html,,,"Erenie GuirguisPalm Beach Atlantic University901 S Flagler DriveWest Palm Beach, FL 334015618-803-2715 (Phone)Erenie_Guirguis@pba.edu","Erenie GuirguisPalm Beach Atlantic University901 S Flagler DriveWest Palm Beach, FL 334015618-803-2715 (Phone)Erenie_Guirguis@pba.edu",W-7519,"July 18, 2022"
87,Residency,PGY1,Pharmacy,,,Community Hospital,," PGY1 pharmacy residency programs build on Doctor of Pharmacy (Pharm.D.) education and outcomes to contribute to the development of clinical pharmacists responsible for medication-related care of patients with a wide range of conditions, eligible for board certification, and eligible for postgraduate year two (PGY2) pharmacy residency training. 
 The CCIRH program offers a variety of opportunities for the resident to develop critical thinking, communication, and leadership skills necessary to optimize patient care outcomes. Required experiences include internal medicine, critical care, infectious disease, emergency medicine, cardio, and ambulatory care. Electives offered include sterile prep, nutrition support, oncology, psychiatry, and administration. Residents will have the opportunity to participate in a teaching certificate program.
",,,"Nicole Brooks, PharmD, CPh, BCACP",Cleveland Clinic Indian River Hospital,1,"June 13, 2022","$49,000.00",2,1,Southeast,,,https://www.indianrivermedicalcenter.com/about/careers/pharmacy-residency-program/,,,"Nicole Brooks, PharmD, CPh, BCACPCleveland Clinic Indian River Hospital1000 36th StVero Beach, FL 32960(772) 567-4311 (Phone)BrooksN4@ccf.org","Nicole Brooks, PharmD, CPh, BCACPCleveland Clinic Indian River Hospital1000 36th StVero Beach, FL 32960(772) 567-4311 (Phone)BrooksN4@ccf.org",W-7700,"October 29, 2021"
88,Residency,PGY1,Pharmacy,,,Community Hospital,,"Oak Hill Hospital is an expanding 350-bed facility that has provided quality healthcare to Hernando and Citrus counties in Florida since 1984. We offer a range of services through our Heart Institute, Orthopaedic & Spine Institute, Maternity Suites, Level II NICU, Cancer Institute, Women’s Imaging Center, Emergency Services, Pediatric ER, and ExpressLab. Other services include 24/7 on-site critical care intensivist, hospitalist, and radiologist coverage. Our experienced Oak Hill Hospital pharmacists are part of a collaborative care team.Services include: Antimicrobial stewardship, Pharmacokinetics, Anticoagulation dosing/monitoring amd Total parenteral nutrition support.",,,Jennifer Hans,HCA Florida Oak Hill Hospital,1,"July 01, 2022","$47,000.00",2,,Southeast,,48,https://oakhillhospital.com/professionals/pharmacy-residency/,https://youtu.be/DOX5NdKgNiQ,,"Jennifer HansHCA Florida Oak Hill Hospital11365 Cortez BlvdBrooksville, FL 335131-352-597-6098 (Phone)jennifer.hans@hcahealthcare.com","Jennifer HansHCA Florida Oak Hill Hospital11365 Cortez BlvdBrooksville, FL 335131-352-597-6098 (Phone)jennifer.hans@hcahealthcare.com",W-7890,"July 23, 2021"
89,Residency,PGY1,Pharmacy,,,Community Hospital,,"The PGY-1 Residency at South Miami Hospital is accredited by ASHP. The program is designed to develop advanced skills in the areas of internal medicine, critical care, emergency medicine, neonatology, and infectious diseases. The residency builds on previous education/experience and is geared towards developing expert knowledge/skills in managing medication-use systems and optimizing drug therapy. The resident is integrated into the provision of comprehensive and advanced pharmacy services. During this training, residents will have the opportunity to co-precept Doctor of Pharmacy candidates. The program is designed to train the graduate with the competencies that enable attainment of PGY-2 specialty residency training, if desired, and/or board certification, as well as achievement of a desired position in the field of pharmacy.",,,"Alice Margulis Landayan, PharmD, BCIDP ",South Miami Hospital,1,"July 03, 2023","$52,000.00",2,,Southeast,,,https://learning.baptisthealth.net/residencies-and-fellowships/pharmacy/pgy1-pharmacy-residency-programs/pgy1-pharmacy-residency-at-south-miami-hospital,,,"Alice Margulis Landayan, PharmD, BCIDP South Miami Hospital6200 SW 73rd StreetMiami, FL 33143 786-662-4376 (Phone)AliceMa@BaptistHealth.net","Alice Margulis Landayan, PharmD, BCIDP South Miami Hospital6200 SW 73rd StreetMiami, FL 33143 786-662-4376 (Phone)AliceMa@BaptistHealth.net",W-7876,"August 05, 2022"
90,Residency,PGY1,Pharmacy,,,Community Hospital,,"The pharmacy residency is designed to provide in-depth training in multiple aspects of hospital pharmacy including: pharmacokinetics, nutritional support, oncology, critical care, pharmacy administration, infectious disease, and ambulatory care. Residents’ expectations include but are not limited to preparing in-services, MUEs, and completion of a longitudinal residency project. The PGY1 program is tailored to meet each resident’s interests and assist them in developing into fully functional clinical pharmacists.",,,Jaclyn O'Connor,Cleveland Clinic Martin North Hospital,1,"June 19, 2023","$49,000.00",2,,Southeast,,32,https://www.martinhealth.org/pharmacy-residency-program,,,"Jaclyn O'ConnorCleveland Clinic Martin North Hospital200 SE Hospital AvenueStuart, FL 34994772-223-5945 ext 23007 (Phone)oconnoj@ccf.org","Jaclyn O'ConnorCleveland Clinic Martin North Hospital200 SE Hospital AvenueStuart, FL 34994772-223-5945 ext 23007 (Phone)oconnoj@ccf.org",W-7787,"August 30, 2022"
91,Residency,PGY1,Pharmacy,,,Community Hospital,,"PGY1 pharmacy residency programs build on Doctor of Pharmacy (Pharm.D.) education and outcomes to contribute to the development of clinical pharmacists responsible for medication-related care of patients with a wide range of conditions, eligible for board certification, and eligible for postgraduate year two (PGY2) pharmacy residency training. This program specifically affords residents the opportunity to participate in both inpatient and ambulatory care settings throughout the entirety of the residency year.",,,Adam Foster,AdventHealth Daytona Beach,1,"June 19, 2023",$0.00,2,,Southeast,,32,https://www.adventhealth.com/pharmacy/pharmacy-residency-programs-central-florida/pgy1-pharmacy-residency-program-daytona-beach,,,"Adam FosterAdventHealth Daytona Beach301 Memorial Medical PkwyDaytona Beach, FL 321173862315058 (Phone)adam.foster@adventhealth.com","Adam FosterAdventHealth Daytona Beach301 Memorial Medical PkwyDaytona Beach, FL 321173862315058 (Phone)adam.foster@adventhealth.com",W-9496,"August 29, 2022"
92,Residency,PGY1,Pharmacy,,,Community Hospital,,"Clinical pharmacy residents at AdventHealth Ocala are integral 
members of multidisciplinary rounding teams and 
are heavily involved in the inpatient management 
of pharmacokinetics, anticoagulation, and glycemic 
control. Pharmacy is also represented on multiple 
system committees including Antimicrobial Stewardship, 
Pharmacy & Therapeutics, Stroke, Code Blue, 
Readmissions, Critical Care, Peer Review, and Falls.  
LEARNING EXPERIENCES
Required Rotations
• Orientation/Hospital Practice
• Internal Medicine
• Administration
• Women’s Health
• Cardiology
• Infectious Disease
• Critical Care
• Research Block
Elective Rotation (two of the following)
• Leadership and Practice Management
• Internal Medicine II
• Infectious Disease II
• Pediatrics
• Critical Care II
• Anticoagulation",,,Courtney Whitehead,AdventHealth OCala,1,"July 04, 2022","$50,000.00",3,,Southeast,,16,https://www.adventhealth.com/pharmacy/pharmacy-residency-programs-ocala,,,"Courtney WhiteheadAdventHealth OCala1500 SW 1st Ave Ocala, FL 344713523517200 (Phone)courtney.whitehead@adventhealth.com","Courtney WhiteheadAdventHealth OCala1500 SW 1st Ave Ocala, FL 344713523517200 (Phone)courtney.whitehead@adventhealth.com",W-9497,"August 29, 2022"
93,Residency,PGY1,Pharmacy,,,Outpatient Clinic,,"This PGY1 pharmacy residency program with a focus in ambulatory care offers opportunities to work with health care professionals utilizing a patient aligned care team (PACT) model in the management of multiple disease states including diabetes, anticoagulation, hypertension, heart failure, COPD, and hyperlipidemia. The resident will also be able to participate in medication-use evaluation, formulary management, precept students, obtain a teaching certificate (optional), and complete an original research project.

Located in beautiful southwest Florida in the city of Cape Coral, the Lee County VA Healthcare Center is one of nine facilities operated by the Bay Pines VA Healthcare System (BPVAHCS) which is a non-profit tertiary care facility and is one of the top 10 busiest VA healthcare systems in the country.

",,,"Ming Chow, PharmD, MS, BCPS","VA-Cape Coral, FL-Bay Pines VA Healthcare System-Lee County VA Healthcare Center",1,"July 03, 2023","$41,742.00",1,7,Southeast,,,,,,"Ming Chow, PharmD, MS, BCPSVA-Cape Coral, FL-Bay Pines VA Healthcare System-Lee County VA Healthcare CenterLee County VA Healthcare Center2489 Diplomat Parkway EastCape Coral, FL 33909(239) 652-1800 (Phone)Ming.Chow@va.gov","Ming Chow, PharmD, MS, BCPSVA-Cape Coral, FL-Bay Pines VA Healthcare System-Lee County VA Healthcare CenterLee County VA Healthcare Center2489 Diplomat Parkway EastCape Coral, FL 33909(239) 652-1800 (Phone)Ming.Chow@va.gov",W-9439,"August 18, 2022"
94,Residency,PGY1,Pharmacy,,,Community Hospital,,"HCA Florida Trinity Hospital is a 340-bed community teaching hospital that serves Florida's tri-county area of Pasco, Pinellas and Hillsborough counties. The primary emphasis of this PGY-1 program will be on the development of clinical competencies, professional confidence, and leadership and professional skills.  Rotations offered include Orientation, Internal Medicine, Critical Care, Infectious Diseases, Neonatal ICU, Pharmacy Administration, Behavioral Health and Emergency Medicine. Additional off-site rotations are available in Transplant, Drug information, Medication Safety, Pharmacy Informatics and Trauma. ",,,Michelle Mancuso,HCA Florida Trinity Hospital,1,"July 03, 2023","$47,500.00",2,,Southeast,,48,https://www.hcafloridahealthcare.com/for-medical-professionals/physician-and-employee-information/trinity-hospital/pharmacy-residency-program,,,"Michelle MancusoHCA Florida Trinity Hospital9330 SR-54 ETrinity, FL 34655727-834-4952 (Phone)michelle.mancuso@hcahealthcare.com","Michelle MancusoHCA Florida Trinity Hospital9330 SR-54 ETrinity, FL 34655727-834-4952 (Phone)michelle.mancuso@hcahealthcare.com",W-9419,"August 17, 2022"
95,Residency,PGY1,Pharmacy,,,Other,,"Located on the West Coast of Florida, this PGY-1 Pharmacy Residency at the Bay Pines VA Healthcare System (BPVAHCS) offers comprehensive training in clinical pharmacy services, education, research, and advanced automated drug distribution systems. This program is affiliated with twelve colleges of pharmacy and offers a wide variety of student training activities. BPVAHCS provides comprehensive medical care including acute medical, surgical, and psychiatric care as well as extended medical and psychiatric care, rehabilitative inpatient care, and outpatient care. In addition, BPVAHCS supervises a community nursing home care program that is one of the largest in the VA system. The facility also operates seven community-based outpatient clinics (CBOC) and a state nursing home. ",,,"Aimee Jensen, PharmD, BCPS, BCPP","VA- Bay Pines, FL- Bay Pines VA Healthcare System- CW Bill Young Medical Center",1,"July 03, 2023","$41,742.00",5,3,Southeast,,,,,,"Aimee Jensen, PharmD, BCPS, BCPPVA- Bay Pines, FL- Bay Pines VA Healthcare System- CW Bill Young Medical Center10,000 Bay Pines BlvdBay Pines, FL 33744727-398-6661 (Phone)Aimee.Jensen@va.gov","Aimee Jensen, PharmD, BCPS, BCPPVA- Bay Pines, FL- Bay Pines VA Healthcare System- CW Bill Young Medical Center10,000 Bay Pines BlvdBay Pines, FL 33744727-398-6661 (Phone)Aimee.Jensen@va.gov",W-9351,"July 28, 2022"
96,Residency,PGY1,Pharmacy,,,Community Hospital,,"This PGY1 Pharmacy Residency Program delivers organized postgraduate acute care training designed to accommodate the needs of individual residents. Over the course of twelve months, the resident will develop expert skills and competency in providing pharmaceutical care to a variety of patient populations. LRH PGY1 residency programs strive to provide flexibility in order to tailor the experience to the resident’s interests through a variety of rotational experiences. Residents will obtain professional confidence and leadership skills by being actively involved in the multidisciplinary care of patients under the guidance of over 20 specialty trained preceptors.",,,Jessica Cobian,Lakeland Regional Health,1,"July 03, 2023","$54,000.00",2,5,Southeast,,,https://www.mylrh.org/pharmacy-residency-programs/,,,"Jessica CobianLakeland Regional Health1324 Lakeland Hills BlvdLakeland, FL 338058636871100 (Phone)jessica.cobian@myLHR.org","Jessica CobianLakeland Regional Health1324 Lakeland Hills BlvdLakeland, FL 338058636871100 (Phone)jessica.cobian@myLHR.org",W-9366,"August 01, 2022"
97,Residency,PGY1,Pharmacy,,,Community Hospital,,"HCA Florida Northside Hospital (NSH) is a 288-bed community teaching hospital offering a full range of services including comprehensive and interventional stroke care, preventative and corrective cardiac care, full service orthopedic and spine treatment, an ER 24/7, and general surgery. NSH also offers graduate medical education with Internal Medicine Residency and Cardiac Fellowship programs. Core pharmacy rotations include Internal Medicine I&II, Critical Care I&II, Emergency Medicine I, Infectious Disease I, and Pharmacy Administration. Additionally, residents will participate in longitudinal staffing, teaching, and research rotations. Elective rotation opportunities include EM II, ID II, Pediatrics, Burn ICU, Trauma ICU, and Transplant. ",,,"Stephanie Johnson, PharmD",HCA Florida Northside Hospital,1,"July 01, 2023",$0.00,2,,Southeast,,40,https://www.hcafloridahealthcare.com/for-medical-professionals/physician-and-employee-information/northside-hospital/pharmacy-residency-program,,,"Stephanie Johnson, PharmDHCA Florida Northside Hospital6000 49th St N. St. Petersburg, FL 33709727-521-5280 (Phone)stephanie.johnson9@hcahealthcare.com","Stephanie Johnson, PharmDHCA Florida Northside Hospital6000 49th St N. St. Petersburg, FL 33709727-521-5280 (Phone)stephanie.johnson9@hcahealthcare.com",W-8317,"July 22, 2022"
98,Residency,PGY1,Pharmacy,,,Community Hospital,,"The pharmacy residency is designed to provide in-depth training in multiple aspects of hospital pharmacy including: pharmacokinetics, nutritional support, oncology, critical care, pharmacy administration, infectious disease, and ambulatory care. Residents’ expectations include but are not limited to preparing in-services, MUEs, and completion of a longitudinal residency project. The PGY1 program is tailored to meet each resident’s interests and assist them in developing into fully functional clinical pharmacists.  This residency is ASHP Pre-Candidate Status.",,,"Alexis Dunham, PharmD, BCPS",Cleveland Clinic Martin South Hospital,1,"June 19, 2023","$49,000.00",1,,Southeast,,32,https://www.martinhealth.org/pharmacy-residency-program,,,"Alexis Dunham, PharmD, BCPSCleveland Clinic Martin South Hospital2100 SE Salerno RdStuart, FL 349977722235945 ext 16644 (Phone)dunhama2@ccf.org","Alexis Dunham, PharmD, BCPSCleveland Clinic Martin South Hospital2100 SE Salerno RdStuart, FL 349977722235945 ext 16644 (Phone)dunhama2@ccf.org",W-9510,"August 30, 2022"
99,Residency,PGY1,Pharmacy,,,Community Hospital,,"The pharmacy residency is designed to provide in-depth training in multiple aspects of hospital pharmacy including: pharmacokinetics, nutritional support, oncology, critical care, pharmacy administration, infectious disease, and ambulatory care. Residents’ expectations include but are not limited to preparing in-services, MUEs, and completion of a longitudinal residency project. The PGY1 program is tailored to meet each resident’s interests and assist them in developing into fully functional clinical pharmacists.  This residency is ASHP Pre-Candidate Status.",,,"Katelyn Woodbury, PharmD, BCPS",Cleveland Clinic Tradition Hospital,1,"June 19, 2023","$49,000.00",2,,Southeast,,32,https://www.martinhealth.org/pharmacy-residency-program,,,"Katelyn Woodbury, PharmD, BCPSCleveland Clinic Tradition Hospital10000 SW Innovation WayPort St. Lucie, FL 349877722235945 (Phone)woodbuk2@ccf.org","Katelyn Woodbury, PharmD, BCPSCleveland Clinic Tradition Hospital10000 SW Innovation WayPort St. Lucie, FL 349877722235945 (Phone)woodbuk2@ccf.org",W-9511,"August 30, 2022"
100,Residency,PGY1,Pharmacy,,,Academic Health System,,"Moffitt Cancer Center's Department of Pharmacy PGY-1 Pharmacy Practice Residency is a 12-month program designed to further develop the resident’s academic, professional, leadership, and research skills. Specifically, the resident will be actively involved in managing the therapeutic decisions and clinical outcomes of patients in a multi-disciplinary environment. The PGY-1 resident works closely with dedicated preceptors and participates in all aspects of pharmacy practice pertaining to clinical practice and outcomes, research and education. The residency contains administrative and drug information components to facilitate clinical and/or research opportunities.",,,Anand Shah,Moffitt Cancer Center,1,"June 26, 2023","$47,500.00",1,,Southeast,,30,https://moffitt.org/education/health-professional-education/pgy-1-residency/,,,"Anand ShahMoffitt Cancer Center12902 USF Magnolia DriveTampa, FL, FL 33612813-745-1734 (Phone)anand.shah@moffitt.org","Anand ShahMoffitt Cancer Center12902 USF Magnolia DriveTampa, FL, FL 33612813-745-1734 (Phone)anand.shah@moffitt.org",W-9532,"August 31, 2022"
101,Residency,PGY1,Pharmacy,,,Community Hospital,,"AdventHealth Celebration is a non-for-profit, 309 bed state-of-the-art community hospital that serves the residents of Osceola, Orange, Polk and Lake counties as well as patients from all over the world. 

AdventHealth Celebration provides resident pharmacists opportunity for direct patient care, as well as the ability to work with multi-disciplinary teams in a wide variety of specialties. As a member of the pharmacy team, you will work alongside our clinicians in a variety of decentralized patient care settings. You will also support pharmacy staffing services to provide safe and appropriate care to all areas of the hospital. Completion of the residency program at AdventHealth Celebration will develop essential skills to become a well-rounded pharmacist ready to work in a variety of inpatient settings.
",,,"Nam H Nguyen, Pharm.D., BCPS, BCCCP",AdventHealth Celebration,1,"June 26, 2023","$49,000.00",2,6,Southeast,,32,https://www.adventhealth.com/pharmacy/pharmacy-residency-programs-central-florida/pgy1-pharmacy-residency-acute-care-adventhealth-celebration,,,"Nam H Nguyen, Pharm.D., BCPS, BCCCPAdventHealth Celebration400 Celebration PlaceCelebration, FL 34747407-303-4507 (Phone)nam.nguyen@adventhealth.com","Nam H Nguyen, Pharm.D., BCPS, BCCCPAdventHealth Celebration400 Celebration PlaceCelebration, FL 34747407-303-4507 (Phone)nam.nguyen@adventhealth.com",W-9505,"August 29, 2022"
102,Residency,PGY1,Pharmacy,,,Outpatient Clinic,,"The Joint Ambulatory Care Center (JACC) is a multi-specialty clinic within the Gulf Coast Veterans Health Care System which is part of the South Central VA Health Care Network of VISN 16. The JACC is located in Pensacola, Florida, on the west side of the city, adjacent to the Pensacola Naval Hospital. 

The residency program at the JACC in Pensacola is a 12-month program consisting of longitudinal experiences in PACT (Primary Care)/Pharmacotherapy Clinic, Anticoagulation Clinic, and Pharmacy Administration. The resident will also rotate through Home-Based Primary Care, Outpatient Pharmacy and Adult Medicine/ Internal Medicine (Biloxi, MS where are main hospital is located). Residents help precept on-site APPE pharmacy students and there is also an opportunity to participate in the Auburn teaching certificate program. 
",,,Katrina.Fantaski@va.gov,Gulf Coast Veterans Health Care System,1,"June 20, 2022","$41,500.00",2,,Southeast,,,,,,"Katrina.Fantaski@va.govGulf Coast Veterans Health Care System790 Veterans Way119(P)Pensacola, FL 32561850-912-2068 (Phone)Katrina.fantaski@va.gov","Katrina.Fantaski@va.govGulf Coast Veterans Health Care System790 Veterans Way119(P)Pensacola, FL 32561850-912-2068 (Phone)Katrina.fantaski@va.gov",W-8130,"October 27, 2021"
103,Residency,PGY1,Pharmacy,,,Community Hospital,,"The Pharmacy Postgraduate Year One (PGY-1) Residency at Baptist Hospital is a 12-month training program accredited by the American Society of Health System Pharmacists (ASHP). The program is designed to develop advanced skills in the areas of cardiology, oncology, critical care, emergency medicine, infectious diseases and neuroscience.",,,"Erika Dittmar, Pharm.D., BCPS",Baptist Hospital of Miami,1,"June 26, 2023","$52,000.00",4,5,Southeast,,32,https://learning.baptisthealth.net/residencies-and-fellowships/pharmacy/pgy1-pharmacy-residency-programs/pgy1-pharmacy-residency-at-baptist-hospital,,,"Erika Dittmar, Pharm.D., BCPSBaptist Hospital of Miami8900 North Kendall DriveMiami, FL 33176786-596-6125 (Phone)erikadi@baptisthealth.net","Erika Dittmar, Pharm.D., BCPSBaptist Hospital of Miami8900 North Kendall DriveMiami, FL 33176786-596-6125 (Phone)erikadi@baptisthealth.net",W-8200,"July 15, 2022"
104,Residency,PGY1,Pharmacy,,,Community Hospital,,"The PGY1 pharmacy residency program at Morton Plant North Bay Hospital is designed to provide 12 full and consecutive months of clinical practice experience in a wide variety of acute care settings. The residents will gain experience in areas including adult medicine, cardiology, critical care, emergency medicine along with several available elective experiences that will allow residents flexibility in pursuing individual goals.  The resident will work with the medical staff to assure safe and effective prescribing of medications, partner with nursing to improve the overall safety of medication administration, and work with patients to enhance their knowledge of medications. ",,,"Brittany Leiba, PharmD, BCCP, BCPS",BayCare- Morton Plant North Bay Hospital,1,"June 26, 2023","$48,006.00",2,,Southeast,,,https://www.baycarepharmacyresidency.com/,,,"Brittany Leiba, PharmD, BCCP, BCPSBayCare- Morton Plant North Bay Hospital6600 Madison Street MS #830New Port Richey, FL 34652727-843-4589 (Phone)brittany.leiba@baycare.org","Brittany Leiba, PharmD, BCCP, BCPSBayCare- Morton Plant North Bay Hospital6600 Madison Street MS #830New Port Richey, FL 34652727-843-4589 (Phone)brittany.leiba@baycare.org",W-8292,"July 21, 2022"
105,Residency,PGY1,Pharmacy,,,Community Hospital,,"HCA Florida Largo Hospital PGY-1 Pharmacy Residency is a 1-year program uniquely premised on a specialized 455-bed Acute Care Teaching Hospital with established GME Program. 
The program is designed to train and develop a competent clinical pharmacist qualified to work collaboratively with other healthcare professionals and provide evidence-based, patient-centered medication management.  
Our residency includes experience in the areas of decentralized, interdisciplinary patient care (IM, ID, Critical Care, LVAD /MCS, Transplant), improvement of medication-use systems, provision of practice-related education, leadership, and project management.
We foster and promote continuous professional development  culture by supporting self-directed, ongoing, and outcomes-focused approach to longitudinal learning. 
",,,"Monika Ragan PharmD, BCCCP ",HCA Florida Largo Hospital ,1,"July 01, 2022","$51,000.00",2,,Southeast,,48,https://largomedical.com/professionals/pharmacy-residency-program.dot,,,"Monika Ragan PharmD, BCCCP HCA Florida Largo Hospital 201 14th Street SWLargo, FL 33770727-588-5751 (Phone)Monika.Ragan@hcahealthcare.com ","Monika Ragan PharmD, BCCCP HCA Florida Largo Hospital 201 14th Street SWLargo, FL 33770727-588-5751 (Phone)Monika.Ragan@hcahealthcare.com ",W-8260,"July 19, 2022"
106,Residency,PGY1,Pharmacy,,,Academic Health System,,"Memorial Hospital West is a 502-bed, academic, community hospital with a variety of learning and teaching opportunities in clinical, administrative, and academic arenas. Our department functions in a decentralized model with specialist and coordinator services in almost all patient care areas, as well as physician-led multidisciplinary rounding opportunities in almost all of the rotation areas. Our department engages in multidisciplinary collaborative efforts through committees, QI and research, Grand Rounds, and the list goes on. Our residents are at the forefront to ensure a well-rounded, enriching and challenging year with mentorship at its core. We aim to develop clinical, personal, team-work, communication, professional, teaching, amongst so many other skills necessary for a successful professional career in pharmacy and healthcare.",,,Veronica Sherman,Memorial Hospital West,1,"June 19, 2023","$49,375.04",4,3,Southeast,,32,https://www.mhs.net/medical-professionals/education/graduate-medical-education/residency-and-fellowship-programs/pharmacy/pgy-1/memorial-hospital-west,https://www.youtube.com/watch?v=dOrgOszzBVo,@MHWRxResidency ,"Veronica ShermanMemorial Hospital West703 N Flamingo RdPembroke Pines, FL 33028-10069548447412 (Phone)vsherman@mhs.net","Veronica ShermanMemorial Hospital West703 N Flamingo RdPembroke Pines, FL 33028-10069548447412 (Phone)vsherman@mhs.net",W-8222,"July 18, 2022"
