,Type of Program,Type of Residency,PGY1 Subtype,PGY2 Specialty,Area of Emphasis,Primary Setting,Teaching and Learning Curriculum,Description of opportunity,Residency Accreditation,ACCP Peer Reviewed Research Fellowship,Preceptor,Institution,Length (Yrs),Start Date,Stipend,Number of These Positions,Number of OTHER postgraduate positions at program location,Region,On-call hours per month,Staffing hours per month,Program Website,Training Program Video,Training Program Twitter Handle,Contact,Conact,Web ID,Last Modified
42,Fellowship,,,,,College or University,,"The Lamy Center on Drug Therapy and Aging at the University of Maryland School of Pharmacy is offering a two-year post PharmD fellowship in geriatric pharmacotherapy in collaboration with the American Society of Consultant Pharmacists (ASCP). The purpose of the fellowship is to develop competency and expertise in collaborative interprofessional geriatric practice, applied research and policy. Through mentored research experiences and coursework, a fellowship graduate will be capable of independently conducting research as a principal investigator. Expansion and refinement of clinical geriatrics practice skills will occur in a collaborative interprofessional practice within the Center for Successful Aging, MedStar Good Samaritan Hospital.",,,"Nicole Brandt, PharmD, MBA, BCGP, BCPP, FASCP, Program Director",University of Maryland,2,"July 01, 2023",,2,,Southeast,,,https://www.pharmacy.umaryland.edu/residentsfellows/programs/lamy-center-geriatric-pharmacotherapy-fellowship/,,,"Nicole Brandt, PharmD, MBA, BCGP, BCPP, FASCP, Program DirectorUniversity of Maryland220 North Arch Street/SGO 01-125Baltimore, MD 21201  (410) 706-1491 (Phone)nbrandt@rx.umaryland.edu","Nicole Brandt, PharmD, MBA, BCGP, BCPP, FASCP, Program DirectorUniversity of Maryland220 North Arch Street/SGO 01-125Baltimore, MD 21201  (410) 706-1491 (Phone)nbrandt@rx.umaryland.edu",W-7033,"August 17, 2022"
43,Fellowship,,,,,Other,,"The CPS Health Equity and Systems Thinking Pharmacy Fellowship program may be a great choice for you. Our program provides a unique opportunity for graduates to work in a forward-thinking, fast-paced, and detail-oriented environment while furthering their skill sets. The fellowship is aimed to position our graduates to improve health equity through advocacy, recognition of systems thinking, and adoption of community resources/partnerships to improve chronic conditions and address national crises, such as opioid use disorders. We believe that reducing health disparities and improving health literacy should be a priority of pharmacy practice.",,,"Rabiah Dys, Pharm.D.","CPS Solutions, LLC - Health Equity and Systems Thinking Pharmacy Fellowship",1,"July 01, 2022","$50,000.00",1,2,Midwest,,,https://cps.com/fellowships,https://phh.tbe.taleo.net/phh02/ats/careers/v2/viewRequisition?org=COMPREHENSIVEPS&cws=42&rid=12873,,"Rabiah Dys, Pharm.D.CPS Solutions, LLC - Health Equity and Systems Thinking Pharmacy Fellowship655 Metro Place S, Suite 450Dublin, OH 43017978-677-6778 (Phone)rabiah.dys@cps.com","Rabiah Dys, Pharm.D.CPS Solutions, LLC - Health Equity and Systems Thinking Pharmacy Fellowship655 Metro Place S, Suite 450Dublin, OH 43017978-677-6778 (Phone)rabiah.dys@cps.com",W-7855,"July 28, 2022"
44,Fellowship,,,,,College or University,,"This fellowship opportunity is with Drs. Peter Anderson, Jennifer Kiser and Kristina Brooks in the Colorado Antiviral Pharmacology Laboratory (CAVP). Our fellowship program is designed to develop the knowledge and skills for independent clinical/translational research careers in academia or industry. The duration of the fellowship program is 2-3 years during which the fellow will learn methods in clinical research, PK, pharmacogenomics, clinical trial study design (focused on pharmacology), biostatistical analysis, and general approaches in analytical assay development. The fellow will be expected to apply the learned approaches by applying for grants, developing and conducting their own research project, and presenting and publishing research findings. Graduate coursework and opportunities for teaching will also be available.",,,Kristina Brooks,University of Colorado Anschutz Medical Campus,2,"June 01, 2022",,1,,Rocky Mountain,,, https://pharmacy.cuanschutz.edu/research/research-labs/colorado-antiviral-pharmacology-lab,,,"Kristina BrooksUniversity of Colorado Anschutz Medical Campus12850 E Montview BlvdAurora, CO 800453037240395 (Phone)kristina.brooks@cuanschutz.edu","Kristina BrooksUniversity of Colorado Anschutz Medical Campus12850 E Montview BlvdAurora, CO 800453037240395 (Phone)kristina.brooks@cuanschutz.edu",W-8165,"November 11, 2021"
45,Fellowship,,,,,College or University,,"This fellowship program prepares highly motivated individuals to become independent researchers and academic faculty members in anti-infective clinical pharmacology. The program helps fellows develop the research expertise they need to compete for and secure research funding. Fellows will gain experience in all areas of translational research, ranging from grant writing to manuscript submission, and are expected to present research findings at scientific meetings. Research activities will focus on investigator-initiated programs and collaborative research programs within UNC’s Center for AIDS Research. Residency experience is strongly preferred.",,,"Angela Kashuba, PharmD, DABCP, FCP",University of North Carolina at Chapel Hill,2,"January 02, 2023","$50,000.00",1,,Southeast,,,http://pharmacydpetfellowships.web.unc.edu/,,,"Angela Kashuba, PharmD, DABCP, FCPUniversity of North Carolina at Chapel Hill301 Pharmacy Lane, CB 7355Chapel Hill, NC 27599919-966-9998 (Phone)akashuba@unc.edu","Angela Kashuba, PharmD, DABCP, FCPUniversity of North Carolina at Chapel Hill301 Pharmacy Lane, CB 7355Chapel Hill, NC 27599919-966-9998 (Phone)akashuba@unc.edu",W-7747,"September 08, 2022"
46,Fellowship,,,,,College or University,,"This fellowship program will emphasize clinical pharmacology related to antiretrovirals and other medications frequently used in combination with antiretrovirals. The fellow will learn essential skills for analytic methods, clinical research methods, study design and data analysis, specifically related to pharmacokinetics and pharmacodynamics. These skills will be developed primarily through hands on experience with grant submission, study conduct, data analysis, and presentation/publication of independent and consortium research projects under the direction of the fellowship director. Graduate coursework will also be available. The fellow will be expected to develop and conduct their own independent research over the 2-3 year fellowship and present those findings at a scientific meeting and in a peer reviewed publication. ",,,"Kim Scarsi, PharmD, MS",University of Nebraska Medical Center,2,"July 01, 2022",,1,3,,,,https://www.unmc.edu/pharmacy/faculty/pharmacy-practice-and-science/scarsi.html,,,"Kim Scarsi, PharmD, MSUniversity of Nebraska Medical CenterCollege of Pharmacy, Rm 3021986045 Nebraska Medical CenterOmaha, NE 68198-6045(402)559-9916 (Phone)kim.scarsi@unmc.edu","Kim Scarsi, PharmD, MSUniversity of Nebraska Medical CenterCollege of Pharmacy, Rm 3021986045 Nebraska Medical CenterOmaha, NE 68198-6045(402)559-9916 (Phone)kim.scarsi@unmc.edu",W-6370,"August 03, 2021"
47,Fellowship,,,,,College or University,,"Texas Southern University Joan M. Lafleur College of Pharmacy and Health Sciences offers a 2-year fellowship program emphasizing HIV treatment management, clinical pharmacology, and medication adherence. The fellowship aims to train the essential skills for clinical research methods, clinical study design, data analysis, and academic writing from grant writing to manuscript submission. This fellowship program prepares aspiring individuals to become independent researchers and faculties through training in teaching, scholarship, clinical practice, and service to the University. Training in Infectious Diseases clinical practice will be received at Houston Methodist Hospital. Residency experience is strongly preferred. ",,,"Hongmei Wang, PharmD, PhD, BCPS, BCIDP",Texas Southern University Joan M. Lafleur College of Pharmacy and Health Sciences,2,"July 03, 2023","$55,000.00",1,,Southeast,,,,,,"Hongmei Wang, PharmD, PhD, BCPS, BCIDPTexas Southern University Joan M. Lafleur College of Pharmacy and Health Sciences3100 Cleburne streetHouston, TX 77004713-313-1873 (Phone)Hongmei.Wang@tsu.edu","Hongmei Wang, PharmD, PhD, BCPS, BCIDPTexas Southern University Joan M. Lafleur College of Pharmacy and Health Sciences3100 Cleburne streetHouston, TX 77004713-313-1873 (Phone)Hongmei.Wang@tsu.edu",W-9477,"August 26, 2022"
48,Fellowship,,,,,College or University,,"The Infectious Disease Translational Research Fellowship program is designed to develop a competent individual to become a practitioner, clinical/industrial scientist, or academician.  The position is a 24-month post-doctoral program.  The program provides training in a variety of infectious disease research areas including clinical outcomes; pharmacokinetic/pharmacodynamics of antimicrobial therapy; and dose optimization of multidrug-resistant pathogens.  In addition, the fellow will gain experience in data organization and analysis, presentation, and manuscript preparation and submission.  Experiences can be tailored to each candidate’s interests and career goals.",,,"Vanthida Huang, PharmD, BSPHM, FCCP",Midwestern University College of Pharmacy-Glendale Campus,2,"July 10, 2023","$51,000.00",1,6,Southwest,,,,,,"Vanthida Huang, PharmD, BSPHM, FCCPMidwestern University College of Pharmacy-Glendale Campus19555 N. 59th Ave.Glendale, AZ 85308(623) 572-3571 (Phone)vhuang@midwestern.edu","Vanthida Huang, PharmD, BSPHM, FCCPMidwestern University College of Pharmacy-Glendale Campus19555 N. 59th Ave.Glendale, AZ 85308(623) 572-3571 (Phone)vhuang@midwestern.edu",W-7505,"August 17, 2022"
49,Fellowship,,,,,Academic Health System,,"The Center for Anti-Infective Research and Development (CAIRD) at Hartford Hospital has a long-standing history of performing cutting edge research in Infectious Diseases and has offered post-doctorate training programs in Infectious Diseases Pharmacotherapy since 1978.  A two-year fellowship at CAIRD is offered with special emphasis on antimicrobial pharmacokinetics (PK) and pharmacodynamics (PD).  The fellow's principle responsibility will be research, which encompasses in vitro/in vivo (murine) PK/PD modeling, healthy volunteer and patient PK studies, and phase II-IV clinical trials.  Training in Infectious Diseases clinical practice issues and antibiotic stewardship is provided.  The fellow will gain experience in protocol development, grant attainment, study management, as well as the publication of scientific literature.",,,"Joseph L. Kuti, PharmD, FIDP, FCCP",Hartford Hospital,2,"July 03, 2023","$52,000.00",2,,Northeast,,,https://hartfordhealthcare.org/health-professionals/research/medical-professionals/center-for-anti-infective-research-development,,,"Joseph L. Kuti, PharmD, FIDP, FCCPHartford Hospital80 Seymour StreetHartford, CT 061028609723612 (Phone)joseph.kuti@hhchealth.org","Joseph L. Kuti, PharmD, FIDP, FCCPHartford Hospital80 Seymour StreetHartford, CT 061028609723612 (Phone)joseph.kuti@hhchealth.org",W-7089,"July 20, 2022"
50,Fellowship,,,,,Academic Health System,,"The Section of Infectious Diseases Pharmacotherapy (SIDx) is the largest ID Pharm.D. academic clinical/training program in the U.S.  The SIDx is involved with antimicrobial research in both the clinical and basic sciences.  The SIDx manages the Microbiology Research Laboratory which explores activity of new compounds, evaluates methods for improved and new approaches to pharmacotherapy of drug resistant infectious diseases. The SIDx is involved with clinical antimicrobial research in Phases I through IV.
Sites for the SIDx include: the University of Illinois Medical Center and Clinics (UICMC), The John Stroger Hospital of Cook County, St. Anthony's Hospital and. the CORE Center  and a network of outreach clinics which are part of the Family Center for Immune Deficiency and Infectious Diseases.
",,,Larry Danziger,University of Illinois at Chicago,2,"July 01, 2023","$52,000.00",2,3,Midwest,,,https://idg.pharmacy.uic.edu/,,,"Larry DanzigerUniversity of Illinois at Chicago833 South Wood StreetChicago, IL 60612312-996-0892 (Phone)danziger@uic.edu","Larry DanzigerUniversity of Illinois at Chicago833 South Wood StreetChicago, IL 60612312-996-0892 (Phone)danziger@uic.edu",W-6319,"August 22, 2022"
51,Fellowship,,,,,College or University,,"Midwestern University College of Pharmacy Downers Grove (CPDG) seeks a post-doctoral candidate with clinical practice opportunities at Northwestern Memorial Hospital (NMH).  The position is a two year post-doctoral program with a focus on translational research. The candidates will participate in NIH funded research in an environment that includes a fully equipped basic sciences laboratory and the expertise of the skilled researchers that staff these laboratories.    

The candidate will be engaged in a variety of clinical practice learning experiences at NMH and will have the opportunity to teach at MWU-CCP and precept pharmacy students/residents completing infectious diseases rotations.  An opportunity exists to complete a Master of Science in Clinical Investigation. See
http://bit.ly/IDPKPD_Fellow for more information",,,Marc Scheetz,Midwestern University,2,"July 01, 2022","$51,000.00",1,,Midwest,,,http://bit.ly/IDPKPD_Fellow,,@mwupce,"Marc ScheetzMidwestern University555 31st St.Downers Grove, IL 60515(630) 515-6116 (Phone)mschee@midwestern.edu","Marc ScheetzMidwestern University555 31st St.Downers Grove, IL 60515(630) 515-6116 (Phone)mschee@midwestern.edu",W-3882,"July 18, 2022"
52,Fellowship,,,,,College or University,,"This 2-year residency/fellowship in infectious diseases and/or pharmacokinetics-pharmacodynamics (PK-PD) is intended to encourage and assist qualified candidates to refine clinical practice competencies and develop research capabilities. The specialized residency emphasizes the optimization of anti-infective agents and clinical infectious diseases. The research training and experience involves the application of PK-PD principles to patient drug therapy. The research program is directed toward developing competency in the scientific research process, including conceptualizing, planning, conducting, and reporting research. The program involves coursework as well as practical experience in advanced pharmacokinetics, pharmacodynamics and microbiology, drug analysis, research design, biostatistics, and computer analysis techniques.",,,"Keith A. Rodvold, Pharm.D., FCCP, FIDSA",University of Illinois at Chicago,2,"July 01, 2021","$50,000.00",2,,,,,https://idg.pharmacy.uic.edu/,,,"Keith A. Rodvold, Pharm.D., FCCP, FIDSAUniversity of Illinois at ChicagoCollege of Pharmacy (M/C 886)833 South Wood Street, Room #164Chicago, IL 60612(312) 996-3341 (Phone)kar@Uic.edu","Keith A. Rodvold, Pharm.D., FCCP, FIDSAUniversity of Illinois at ChicagoCollege of Pharmacy (M/C 886)833 South Wood Street, Room #164Chicago, IL 60612(312) 996-3341 (Phone)kar@Uic.edu",W-4055,"August 17, 2021"
53,Fellowship,,,,,College or University,,"This program is offered jointly through Henry Ford Health and Wayne State University. Pharmacists completing the ID pharmacy fellowship in antimicrobial stewardship will gain experience in developing research protocols, analyzing quantitative data, and publishing research findings. Further, they will learn to develop, implement, and assess multidisciplinary antimicrobial stewardship programs. Over the course of the program, the fellow is responsible for developing 2-3 research proposals for which he or she will serve as primary investigator. Graduate level coursework at no cost to the fellow is expected.   

This program is available for one fellow every two years. See website for requirements. The fellowship is co-directed by Dr. Mike Veve, Clinical Assistant Professor, and Dr. Susan Davis, Associate Dean for Pharmacy. 
",,,"Michael Veve, PharmD, MPH",Wayne State University / Henry Ford Hospital,2,"July 01, 2022",,1,19,Midwest,,,http://henryford.com/pharmacyresidency,,@HFHPharmRes,"Michael Veve, PharmD, MPHWayne State University / Henry Ford HospitalWayne State University259 Mack AveDetroit, MI 48201313-916-7813 (Phone)mpveve@wayne.edu","Michael Veve, PharmD, MPHWayne State University / Henry Ford HospitalWayne State University259 Mack AveDetroit, MI 48201313-916-7813 (Phone)mpveve@wayne.edu",W-5619,"August 23, 2022"
54,Fellowship,,,,,College or University,,"This Infectious Disease Outcomes Research fellowship program is designed to develop competencies to practicing clinical scientists. The fellow will gain experience in protocol design, data collection/analysis, preparation and the publication of scientific manuscripts. Projects are focused on the epidemiology and clinical and economic outcomes of patients with infectious diseases. Over the course of the 2-3 year program, the fellow will develop 3-4 research proposals for which he or she will serve as primary investigator. Research accounts for approximately 80% of the fellowship responsibilities but will also participate in classroom and clinical teaching. Graduate level coursework at no cost is available and fellows have the option to complete the M.P.H. at Wayne State University.  ",,,"Michael J. Rybak, PharmD, MPH, PhD",Wayne State University,2,"July 10, 2023","$50,000.00",1,1,Midwest,,,http://www.arl.cphs.wayne.edu/,,@idpharmresearch,"Michael J. Rybak, PharmD, MPH, PhDWayne State University259 Mack Ave.Anti-Infective Research Laboratory, College of Pharmacy & Health SciencesDetroit, MI 48201(313) 577-4376 (Phone)m.rybak@wayne.edu","Michael J. Rybak, PharmD, MPH, PhDWayne State University259 Mack Ave.Anti-Infective Research Laboratory, College of Pharmacy & Health SciencesDetroit, MI 48201(313) 577-4376 (Phone)m.rybak@wayne.edu",W-6303,"September 01, 2022"
55,Fellowship,,,,,College or University,,"This fellowship is designed to develop competencies in clinical research and infectious diseases pharmacotherapy. The fellow will gain experience in clinical and laboratory based protocol design, data collection/analysis, presentation and publication of scientific data and will receive laboratory training including microbiological susceptibility, molecular techniques and antimicrobial PK/PD assessment training. Over the 2-3 year program, the fellow will be responsible for 3-6 research proposals for which he/she will serve as primary investigator. Research accounts for approximately 80% of the fellowship but will also participate in classroom and clinical teaching. Graduate level coursework at no cost is available and fellows have the option to complete an M.S or M.P.H. at Wayne State University.",,,"Michael J. Rybak, PharmD, MPH, PhD",Wayne State University,2,"July 10, 2023","$50,000.00",2,,Midwest,,,http://www.arl.cphs.wayne.edu/,,@idpharmresearch,"Michael J. Rybak, PharmD, MPH, PhDWayne State University259 Mack Ave.Anti-Infective Research Laboratory, College of Pharmacy & Health SciencesDetroit, MI 48201(313) 577-4376 (Phone)m.rybak@wayne.edu","Michael J. Rybak, PharmD, MPH, PhDWayne State University259 Mack Ave.Anti-Infective Research Laboratory, College of Pharmacy & Health SciencesDetroit, MI 48201(313) 577-4376 (Phone)m.rybak@wayne.edu",W-6304,"September 01, 2022"
56,Fellowship,,,,,Community Hospital,,"The Infectious Diseases Pharmacy Residency (PGY2)/Fellowship provides an environment of quality training in inpatient and outpatient infectious diseases pharmacotherapy, teaching, academia, and research. The first year of the program consists of an ASHP-accredited PGY2 ID residency followed by second year for the fellowship. The research during the fellowship year focuses on outcomes research and pharmacokinetic/pharmacodynamics research.  Successful completion of the program prepares the individual to pursue career opportunities as a clinical specialist or faculty member at a college of pharmacy. 

For more information, please visit our website at: https://www.brooklynpharmacyresidency.com/residency--fellowship-programs.html",,,James Truong,The Brooklyn Hospital Center,2,"July 06, 2022","$52,500.00",1,11,Northeast,40,,http://www.brooklynpharmacyresidency.com/,https://www.brooklynpharmacyresidency.com/virtual-showcase.html,@tbhcpharmres,"James TruongThe Brooklyn Hospital Center121 De Kalb AvenueBrooklyn, NY 11201718-250-6680 (Phone)jtruong@tbh.org","James TruongThe Brooklyn Hospital Center121 De Kalb AvenueBrooklyn, NY 11201718-250-6680 (Phone)jtruong@tbh.org",W-8162,"December 08, 2021"
57,Fellowship,,,,,College or University,,"The Rhode Island Infectious Diseases (RIID) Research Program is a two year program reviewed and recommended by the American College of Clinical Pharmacy (ACCP).  The research program is focused on the prevention, treatment, virulence inhibition and clinical outcomes associated with drug resistant bacteria. The program is divided into three divisions: the in vitro pharmacology division, the outcomes and pharmacoepidemiology division, and the implementation science outreach division. This program is one of a limited number of Veterans Affairs (VA) Office of Academic Affiliations (OAA) awarded pharmacy fellowships in the VA nationally.",,,"Kerry LaPlante, Pharm.D.,FCCP., FIDSA",Providence Veterans Affairs Medical Center & University of Rhode Island College of Pharmacy,2,"July 01, 2022","$50,353.00",1,,Northeast,,,https://web.uri.edu/riid/fellowship/,,,"Kerry LaPlante, Pharm.D.,FCCP., FIDSAProvidence Veterans Affairs Medical Center & University of Rhode Island College of Pharmacy830 Chalkstone Ave.Research Building 7 - LaPlante LabProvidence, RI 02908401-874-5560 (Phone)kerrylaplante@uri.edu","Kerry LaPlante, Pharm.D.,FCCP., FIDSAProvidence Veterans Affairs Medical Center & University of Rhode Island College of Pharmacy830 Chalkstone Ave.Research Building 7 - LaPlante LabProvidence, RI 02908401-874-5560 (Phone)kerrylaplante@uri.edu",W-5170,"March 15, 2022"
58,Fellowship,,,,,Academic Health System,,"The University of South Carolina College of Pharmacy and Prisma Health Richland offer a 12-month Infectious Diseases Clinical Fellowship following completion of an ID PGY2. This unique program is modeled after a research-focused ID medical fellowship, provides fellows with 6 months of patient care and 6 months of research/academic intensive months. The primary practice site is a tertiary care, academic medical center and primary referral center for central South Carolina. The trainee will work closely with the ID medical fellowship at Prisma Health Midlands and faculty at the University of South Carolina College of Pharmacy. The fellow will have a formal appointment as affiliate faculty at the COP. Graduates of the program are versatile and capable of working in a variety of practice areas (e.g. clinical, industry, regulatory).",,,"Julie Ann Justo, PharmD, MS, FIDSA, BCPS",Prisma Health Richland - University of South Carolina,1,"July 01, 2023","$52,000.00",1,14,Southeast,,16,https://sc.edu/study/colleges_schools/pharmacy/pharmacy_education/postgrad_programs/infectious_diseases_clinical_fellowship/index.php,https://youtu.be/ROHSORYRtcM,@PHUofSCPharmRes,"Julie Ann Justo, PharmD, MS, FIDSA, BCPSPrisma Health Richland - University of South Carolina5 Medical Park DriveDepartment of PharmacyColumbia, SC 29203803-434-2925 (Phone)justoj@cop.sc.edu","Julie Ann Justo, PharmD, MS, FIDSA, BCPSPrisma Health Richland - University of South Carolina5 Medical Park DriveDepartment of PharmacyColumbia, SC 29203803-434-2925 (Phone)justoj@cop.sc.edu",W-6482,"August 29, 2022"
59,Fellowship,,,,,Pediatric Hospital,,"Post-Pharm.D. Infectious Diseases fellowship positions are available in the Department of Pharmacy and Pharmaceutical Sciences at St. Jude Children’s Research Hospital. Fellows work within NIH-funded research programs on various fungal species elucidating the molecular and genetic basis of antifungal drug resistance. Experience will be gained in grantsmanship, laboratory research techniques, experiential design and execution, and scientific writing and communication. Trainees have the opportunity to present their work at national and international workshops, meetings, and conferences. Trainees enjoy a strong, collaborative research environment, world-class facilities and resources, and broad mentorship from accomplished scientists in this field. Graduate level coursework with an option to work towards a graduate degree is available.
 ",,,"P. David Rogers, Pharm.D., Ph.D. FCCP",St. Jude Children's Research Hospital,2,"July 01, 2023","$55,000.00",2,,Southeast,,,,,,"P. David Rogers, Pharm.D., Ph.D. FCCPSt. Jude Children's Research HospitalDepartment of Pharmacy and Pharmaceutical Sciences262 Danny THomas Place, Mail Stop 313Memphis, TN 38105(901) 595-7516 (Phone)dave.rogers@stjude.org","P. David Rogers, Pharm.D., Ph.D. FCCPSt. Jude Children's Research HospitalDepartment of Pharmacy and Pharmaceutical Sciences262 Danny THomas Place, Mail Stop 313Memphis, TN 38105(901) 595-7516 (Phone)dave.rogers@stjude.org",W-9377,"August 03, 2022"
60,Fellowship,,,,,Academic Health System,,"The Infectious Diseases Fellowship will combine infectious diseases clinical practice and research in a two year program.  The fellow will be trained as a clinical practitioner in the Baylor St. Luke’s Medical Center for Antimicrobial Stewardship with patient care, monitoring, research, and teaching components.  The first year will focus more heavily on clinical activities and progress into the second year with an extensive research focus. Research will be conducted in collaboration with expert faculty researchers from the University of Houston College of Pharmacy.   The fellowship is a full-time (2 years) program which requires a commitment of 40-48 hours per week. ",,,"Kady Phe, PharmD, BCIDP",Baylor St. Luke's Medical Center,2,"July 10, 2023","$51,300.00",1,13,Southwest,,16,https://www.stlukeshealth.org/health-professionals/baylor-st-lukes-pharmacy-residencies-fellowship/infectious-disease-pharmacy-fellowship,,,"Kady Phe, PharmD, BCIDPBaylor St. Luke's Medical Center6720 Bertner Avenue, Suite G0010Mail Code: 2-230Houston, TX 77030(832) 355-3114 (Phone)kady.phe@commonspirit.org","Kady Phe, PharmD, BCIDPBaylor St. Luke's Medical Center6720 Bertner Avenue, Suite G0010Mail Code: 2-230Houston, TX 77030(832) 355-3114 (Phone)kady.phe@commonspirit.org",W-5160,"August 27, 2022"
61,Fellowship,,,,,Academic Health System,,"The fellow will work collaboratively with the fellowship director and assistant director in the following areas: medication safety, assessment of prescribing quality, consultant and regulatory pharmacy, healthcare administration, population health interventions, process improvement and evaluation of interventions, and outcomes research. The fellow will learn how to effectively work within an
interdisciplinary environment to continuously improve healthcare. Training is focused in the administrative, research, and ambulatory (outpatient) care settings. The fellow will also have the opportunity to participate in a variety of activities at the UF College of Pharmacy including teaching skills lab, seminar, and journal clubs. Opportunities to complete an online certificate/MS program (https://onlinepop.pharmacy.ufl.edu/) are available. ",,,Scott Vouri,University of Florida - College of Pharmacy,1,"July 01, 2022","$52,704.00",1,1,Southeast,,,https://pop.pharmacy.ufl.edu/education/healthcare-quality-medication-safety-and-population-health-fellowship/,,,"Scott VouriUniversity of Florida - College of PharmacyPO Box 100496Gainesville, FL 32610352-273-6299 (Phone)svouri@ufl.edu","Scott VouriUniversity of Florida - College of PharmacyPO Box 100496Gainesville, FL 32610352-273-6299 (Phone)svouri@ufl.edu",W-7781,"August 16, 2021"
62,Fellowship,,,,,Other,,"The FDA’s Division of Mitigation and Medication Error Surveillance provides pharmacovigilance and policy expertise for medication error prevention in support of FDA’s mission to ensure the safety and efficacy of drug products.  

The fellow will gain experience in drug product regulation, surveillance, risk assessment, and mitigation. Under the guidance of a mentor, the fellow will perform research that may include evaluating innovative technologies and tools for surveilling and analyzing medication error events, determining the effectiveness of mitigation strategies, developing training materials, and identifying best practices for case assessments. Fellows will have the opportunity to seek specialized areas of training in other FDA regulatory areas, including REMS, human factors, compounding, and compliance.",,,Toni Salvatore,"FDA, CDER, Division of Mitigation and Medication Error Surveillance",1,"July 01, 2022","$72,000.00",1,,Northeast,,,https://orise.orau.gov/fda/ (FDA-CDER-2021-0707)  https://www.fda.gov/drugs/drug-safety-and-availability/medication-errors-related-cder-regulated-drug-products,,,"Toni SalvatoreFDA, CDER, Division of Mitigation and Medication Error SurveillanceWhite Oak Campus BLDG 2210903 New Hampshire AvenueSilver Spring, MD 20993301-796-0866 (Phone)toni.salvatore@fda.hhs.gov","Toni SalvatoreFDA, CDER, Division of Mitigation and Medication Error SurveillanceWhite Oak Campus BLDG 2210903 New Hampshire AvenueSilver Spring, MD 20993301-796-0866 (Phone)toni.salvatore@fda.hhs.gov",W-8034,"September 07, 2021"
63,Fellowship,,,,,College or University,,"The goal of this fellowship is to equip the trainee to become an independent neurology practitioner, be proficient in research and academic instruction.  The fellow will be expected to run clinical research projects and become proficient in protocol design and outcomes research. The fellow will have the opportunity to design their own research protocol, implement the study and present the data at a national meeting.  The fellow will assist with precepting pharmacy student candidates, and residents, and be involved in classroom teaching.  Included in this fellowship opportunity will be clinical patient care in an inpatient setting and ambulatory clinics. ",,,Jacquelyn Bainbridge,University of Colorado Skaggs School of Pharmacy and Pharmaceutical Sciences,2,"July 09, 2023","$52,850.00",1,,Rocky Mountain,,,,,,"Jacquelyn BainbridgeUniversity of Colorado Skaggs School of Pharmacy and Pharmaceutical Sciences12850 E. Montview BlvdCampus Box C238Aurora, CO 80045303-724-2617 (Phone)Jacci.Bainbridge@cuanschutz.edu","Jacquelyn BainbridgeUniversity of Colorado Skaggs School of Pharmacy and Pharmaceutical Sciences12850 E. Montview BlvdCampus Box C238Aurora, CO 80045303-724-2617 (Phone)Jacci.Bainbridge@cuanschutz.edu",W-6359,"July 19, 2022"
64,Fellowship,,,,,Academic Health System,,"The VA Health Professions Education Evaluation and Research Fellowship (HPEER), locally named the Connecticut Health professions Education Research In SUD and related Harms (CHERISH) Fellowship, is an interprofessional program that combines an individualized approach with hands-on, experiential learning in health professions addiction education. Fellows will acquire skills in curriculum development & design, educational innovation & research, program implementation & evaluation to impact interprofessional addiction education nationally. The fellowship is affiliated with the Yale School of Medicine and University of Connecticut School of Pharmacy. Candidates must hold an active license and have completed an ASHP-accredited PGY1 pharmacy practice residency. ",,,"Seth Cioffi, PharmD, CDE",VA Connecticut Healthcare System,2,"July 01, 2022",$0.00,1,8,Northeast,,,,,,"Seth Cioffi, PharmD, CDEVA Connecticut Healthcare System950 Campbell AvenueWest Haven, CT 06516203-932-5711 ext 6065 (Phone)seth.cioffi@va.gov","Seth Cioffi, PharmD, CDEVA Connecticut Healthcare System950 Campbell AvenueWest Haven, CT 06516203-932-5711 ext 6065 (Phone)seth.cioffi@va.gov",W-8137,"October 27, 2021"
65,Fellowship,,,,,Community Pharmacy,,"The Lloyd L. Gregory School of Pharmacy at Palm Beach Atlantic University is pleased to offer an Enhanced Community Pharmacy Services Fellowship. This training program is designed to provide the fellow with a foundation in community-based enhanced pharmacy services. The trainee who completes this program will have an opportunity to refine clinical practice skills, develop skills in implementing clinical services and practice-based research, engage in entrepreneurial and business management activities, and gain experience in teaching student pharmacists. This program is 12 months in duration. PGY1 Community-based Pharmacy Residency experience is preferred but not required. The fellow must also be eligible for licensure in Florida. Appointment includes PBAU benefits and a competitive stipend and professional development funds.",,,Laura A. Rhodes,Palm Beach Atlantic University,1,"July 01, 2023","$47,500.00",1,3,Southeast,,15,https://www.pba.edu/academics/schools/gregory-pharmacy/residency-programs/enhanced-community-pharmacy-services-fellowship.html,,,"Laura A. RhodesPalm Beach Atlantic University901 S Flagler DriveWest Palm Beach, FL 33416561-803-2723 (Phone)laura_rhodes@pba.edu","Laura A. RhodesPalm Beach Atlantic University901 S Flagler DriveWest Palm Beach, FL 33416561-803-2723 (Phone)laura_rhodes@pba.edu",W-7913,"July 15, 2022"
